id,path,r0,r1,c0,c1
10031,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,233,429,32,228
10032,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,401,597,509,705
10033,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,167,363,529,725
10034,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/160.png,140,336,421,617
10035,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,369,565,498,694
10036,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,151,347,248,444
10037,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,377,573,325,521
10038,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,479,675,687,883
10039,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,403,599,903,1099
10040,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,45,241,804,1000
10041,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,277,473,693,889
10042,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,224,420,862,1058
10043,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,362,558,182,378
10044,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,208,404,557,753
10045,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,216,412,708,904
10046,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,353,549,326,522
10047,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,313,509,426,622
10048,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,344,540,667,863
10049,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/161.png,243,439,524,720
10050,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,331,527,270,466
10051,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,421,617,152,348
10052,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,87,283,604,800
10053,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,403,599,1074,1270
10054,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,370,566,388,584
10055,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,71,267,836,1032
10056,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,375,571,797,993
10057,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,48,244,775,971
10058,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,77,273,1030,1226
10059,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,118,314,207,403
10060,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,225,421,325,521
10061,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,200,396,883,1079
10062,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,180,376,460,656
10063,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,393,589,310,506
10064,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/162.png,425,621,292,488
10065,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,322,518,694,890
10066,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,48,244,722,918
10067,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,479,675,424,620
10068,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,371,567,1010,1206
10069,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,128,324,216,412
10070,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,208,404,504,700
10071,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,408,604,1028,1224
10072,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,224,420,261,457
10073,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,433,629,920,1116
10074,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,411,607,367,563
10075,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,121,317,661,857
10076,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,262,458,277,473
10077,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,267,463,564,760
10078,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,437,633,314,510
10079,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/163.png,239,435,168,364
10080,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,369,565,519,715
10081,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,76,272,130,326
10082,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,99,295,47,243
10083,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,414,610,968,1164
10084,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,303,499,684,880
10085,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,418,614,547,743
10086,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,61,257,549,745
10087,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,147,343,365,561
10088,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,429,625,597,793
10089,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,80,276,823,1019
10090,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,101,297,428,624
10091,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,74,270,732,928
10092,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,335,531,79,275
10093,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,271,467,1039,1235
10094,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/164.png,240,436,230,426
10095,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,479,675,114,310
10096,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,361,557,587,783
10097,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,152,348,1053,1249
10098,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,330,526,207,403
10099,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,487,683,804,1000
10100,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,174,370,1006,1202
10101,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,521,717,1002,1198
10102,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,120,316,676,872
10103,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,131,327,975,1171
10104,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,66,262,942,1138
10105,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,297,493,115,311
10106,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,327,523,911,1107
10107,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,303,499,343,539
10108,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,54,250,5,201
10109,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/165.png,502,698,928,1124
10110,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,363,559,1005,1201
10111,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,137,333,1069,1265
10112,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,412,608,1046,1242
10113,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,476,672,738,934
10114,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,144,340,44,240
10115,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,406,602,1062,1258
10116,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,90,286,711,907
10117,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,205,401,536,732
10118,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,340,536,828,1024
10119,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,452,648,976,1172
10120,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,224,420,852,1048
10121,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,14,210,418,614
10122,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,498,694,73,269
10123,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,403,599,950,1146
10124,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/166.png,353,549,635,831
10125,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,401,597,637,833
10126,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,270,466,302,498
10127,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,328,524,400,596
10128,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,57,253,888,1084
10129,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,333,529,178,374
10130,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,367,563,715,911
10131,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,161,357,556,752
10132,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,15,211,465,661
10133,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,266,462,996,1192
10134,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,328,524,662,858
10135,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,474,670,501,697
10136,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,487,683,880,1076
10137,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,256,452,621,817
10138,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,153,349,1028,1224
10139,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/167.png,111,307,358,554
10140,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,60,256,191,387
10141,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,11,207,963,1159
10142,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,422,618,1046,1242
10143,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,509,705,1013,1209
10144,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,118,314,47,243
10145,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,495,691,66,262
10146,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,325,521,870,1066
10147,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,269,465,281,477
10148,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,216,412,587,783
10149,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,447,643,349,545
10150,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,259,455,1075,1271
10151,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,2,198,484,680
10152,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,180,376,437,633
10153,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,466,662,1036,1232
10154,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/168.png,335,531,1029,1225
10155,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,20,216,825,1021
10156,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,59,255,3,199
10157,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,212,408,338,534
10158,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,329,525,708,904
10159,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,27,223,849,1045
10160,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,458,654,861,1057
10161,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,368,564,954,1150
10162,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,450,646,528,724
10163,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,51,247,1082,1278
10164,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,196,392,1031,1227
10165,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,194,390,164,360
10166,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,333,529,933,1129
10167,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,302,498,678,874
10168,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,369,565,921,1117
10169,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/169.png,18,214,191,387
10170,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,520,716,1054,1250
10171,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,371,567,838,1034
10172,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,437,633,509,705
10173,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,106,302,686,882
10174,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,454,650,1055,1251
10175,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,324,520,807,1003
10176,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,351,547,316,512
10177,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,460,656,957,1153
10178,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,504,700,557,753
10179,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,302,498,512,708
10180,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,64,260,568,764
10181,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,153,349,910,1106
10182,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,415,611,421,617
10183,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,451,647,30,226
10184,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/17.png,71,267,872,1068
10185,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,467,663,405,601
10186,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,253,449,901,1097
10187,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,52,248,341,537
10188,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,342,538,948,1144
10189,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,173,369,426,622
10190,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,357,553,718,914
10191,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,424,620,473,669
10192,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,275,471,1020,1216
10193,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,244,440,467,663
10194,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,201,397,324,520
10195,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,295,491,699,895
10196,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,436,632,571,767
10197,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,36,232,1077,1273
10198,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,276,472,491,687
10199,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/170.png,411,607,502,698
10200,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,316,512,958,1154
10201,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,520,716,586,782
10202,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,241,437,914,1110
10203,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,160,356,923,1119
10204,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,194,390,839,1035
10205,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,469,665,591,787
10206,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,195,391,832,1028
10207,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,492,688,970,1166
10208,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,228,424,1033,1229
10209,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,230,426,370,566
10210,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,26,222,1066,1262
10211,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,367,563,926,1122
10212,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,416,612,707,903
10213,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,365,561,1043,1239
10214,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/171.png,142,338,413,609
10215,/home/gaoha/epe/CarlaDsWithGBuffer/sp122-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/172.png,351,547,224,420
